,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Log_Discount_offered,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Cost_of_the_Product_std,Weight_in_gms_std
10118,10119,A,Road,4,5,163,3,medium,0,2,4887,0,0.6931471805599453,1,0,0,0,0,0,1,0,0,0,1,-0.9786029376770766,0.7649915067725664
10119,10120,B,Road,3,4,257,3,low,0,4,4883,0,1.3862943611198906,0,1,0,0,0,0,1,0,0,1,0,0.9734880746336577,0.7625461788973714
10121,10122,F,Road,3,3,274,4,medium,0,7,4828,0,1.9459101490553132,0,0,0,0,1,0,1,0,0,0,1,1.3265258109026203,0.7289229206134408
10122,10123,D,Road,3,4,174,2,low,0,4,4295,1,1.3862943611198906,0,0,0,1,0,0,1,0,0,1,0,-0.750166755385395,0.4030829812437123
10125,10126,B,Road,4,1,147,2,low,1,8,4600,1,2.0794415416798357,0,1,0,0,0,0,1,0,0,1,0,-1.3108737482831592,0.589539231727328
10126,10127,C,Road,6,4,286,4,medium,0,5,4262,0,1.6094379124341003,0,0,1,0,0,0,1,0,0,0,1,1.5757289188571821,0.3829090262733538
10127,10128,F,Road,2,5,271,3,low,0,6,5471,1,1.791759469228055,0,0,0,0,1,0,1,0,0,1,0,1.2642250339139798,1.1220093765510306
10128,10129,D,Road,5,2,130,4,high,1,4,4371,0,1.3862943611198906,0,0,0,1,0,0,1,0,1,0,0,-1.6639114845521217,0.4495442108724165
10129,10130,F,Road,4,5,258,2,medium,0,2,4303,1,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,1,0.9942550002965378,0.4079736369941022
10130,10131,A,Road,5,1,151,3,medium,0,1,4981,0,0.0,1,0,0,0,0,0,1,0,0,0,1,-1.2278060456316384,0.822456711839648
10133,10134,F,Flight,3,1,250,3,medium,0,8,5509,0,2.0794415416798357,0,0,0,0,1,1,0,0,0,0,1,0.8281195949934966,1.1452399913653828
10134,10135,D,Flight,4,5,211,2,low,0,4,4106,1,1.3862943611198906,0,0,0,1,0,1,0,0,0,1,0,0.018209494141170672,0.2875412391407504
10135,10136,F,Flight,4,1,196,3,medium,0,9,5216,1,2.1972245773362196,0,0,0,0,1,1,0,0,0,0,1,-0.2932943908020316,0.966119724507352
10136,10137,A,Flight,3,4,174,3,low,0,3,5366,1,1.0986122886681098,1,0,0,0,0,1,0,0,0,1,0,-0.750166755385395,1.057819519827163
10137,10138,B,Flight,6,5,277,4,medium,0,5,1845,1,1.6094379124341003,0,1,0,0,0,1,0,0,0,0,1,1.3888265878912607,-1.094680342313201
10138,10139,C,Flight,6,2,284,4,low,0,7,1181,1,1.9459101490553132,0,0,1,0,0,1,0,0,0,1,0,1.5341950675314218,-1.5006047695955644
10139,10140,F,Flight,4,5,258,5,low,1,3,1162,0,1.0986122886681098,0,0,0,0,1,1,0,0,0,1,0,0.9942550002965378,-1.5122200770027405
10140,10141,D,Flight,7,1,254,4,low,1,9,1876,0,2.1972245773362196,0,0,0,1,0,1,0,0,0,1,0,0.9111872976450173,-1.07572905128044
10141,10142,F,Flight,5,5,263,5,medium,1,10,1789,1,2.302585092994046,0,0,0,0,1,1,0,0,0,0,1,1.0980896286109385,-1.1289149325659305
10142,10143,A,Flight,6,5,267,4,low,1,3,1550,0,1.0986122886681098,1,0,0,0,0,1,0,0,0,1,0,1.1811573312624593,-1.2750232731088293
10143,10144,B,Flight,6,4,247,4,medium,1,2,1858,1,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,1,0.7658188180048562,-1.0867330267188173
10144,10145,C,Flight,5,1,233,5,medium,1,4,1622,0,1.3862943611198906,0,0,1,0,0,1,0,0,0,0,1,0.475081858724534,-1.23100737135532
10145,10146,F,Flight,7,5,254,4,medium,0,6,1014,0,1.791759469228055,0,0,0,0,1,1,0,0,0,0,1,0.9111872976450173,-1.602697208384954
10146,10147,D,Flight,6,3,289,5,medium,0,1,1949,1,0.0,0,0,0,1,0,1,0,0,0,0,1,1.6380296958458225,-1.0311018175581321
10147,10148,F,Flight,6,2,282,4,medium,0,9,1385,0,2.1972245773362196,0,0,0,0,1,1,0,0,0,0,1,1.4926612162056616,-1.3758930479606215
10149,10150,B,Flight,5,1,243,5,medium,1,8,1732,0,2.0794415416798357,0,1,0,0,0,1,0,0,0,0,1,0.6827511153533355,-1.1637608547874587
10150,10151,C,Flight,4,5,228,5,low,1,2,1996,0,0.6931471805599453,0,0,1,0,0,1,0,0,0,1,0,0.37124723041013324,-1.0023692150245913
10151,10152,F,Flight,5,4,235,5,low,0,8,1549,0,2.0794415416798357,0,0,0,0,1,1,0,0,0,1,0,0.5166157100502944,-1.2756346050776282
10153,10154,F,Flight,6,3,254,5,medium,0,7,1615,1,1.9459101490553132,0,0,0,0,1,1,0,0,0,0,1,0.9111872976450173,-1.2352866951369113
10154,10155,A,Flight,4,4,237,5,medium,0,6,4586,0,1.791759469228055,1,0,0,0,0,1,0,0,0,0,1,0.5581495613760546,0.5809805841641457
10155,10156,B,Ship,4,4,170,3,medium,1,4,4062,0,1.3862943611198906,0,1,0,0,0,0,0,1,0,0,1,-0.8332344580369155,0.2606426325136058
10156,10157,C,Ship,4,4,243,3,high,0,4,5082,1,1.3862943611198906,0,0,1,0,0,0,0,1,1,0,0,0.6827511153533355,0.8842012406883207
10157,10158,F,Ship,4,5,163,3,medium,1,1,4049,1,0.0,0,0,0,0,1,0,0,1,0,0,1,-0.9786029376770766,0.2526953169192222
10158,10159,D,Ship,3,3,257,3,low,1,5,4937,1,1.6094379124341003,0,0,0,1,0,0,0,1,0,1,0,0.9734880746336577,0.7955581052125035
10160,10161,A,Ship,3,1,274,4,medium,1,4,4057,0,1.3862943611198906,1,0,0,0,0,0,0,1,0,0,1,1.3265258109026203,0.25758597266961214
10161,10162,B,Ship,3,4,174,2,low,1,7,4596,0,1.9459101490553132,0,1,0,0,0,0,0,1,0,1,0,-0.750166755385395,0.587093903852133
10164,10165,D,Ship,4,3,147,2,low,1,2,5431,0,0.6931471805599453,0,0,0,1,0,0,0,1,0,1,0,-1.3108737482831592,1.097556097799081
10165,10166,F,Ship,6,5,286,4,medium,0,4,4889,0,1.3862943611198906,0,0,0,0,1,0,0,1,0,0,1,1.5757289188571821,0.7662141707101638
10166,10167,A,Ship,2,5,271,3,low,1,9,4185,0,2.1972245773362196,1,0,0,0,0,0,0,1,0,1,0,1.2642250339139798,0.3358364646758509
10167,10168,B,Ship,5,1,130,4,high,0,9,4946,1,2.1972245773362196,0,1,0,0,0,0,0,1,1,0,0,-1.6639114845521217,0.8010600929316921
10168,10169,C,Ship,4,4,258,2,medium,0,5,4562,0,1.6094379124341003,0,0,1,0,0,0,0,1,0,0,1,0.9942550002965378,0.5663086169129758
10169,10170,F,Ship,5,5,151,3,medium,1,2,5506,0,0.6931471805599453,0,0,0,0,1,0,0,1,0,0,1,-1.2278060456316384,1.1434059954589866
10172,10173,A,Ship,3,2,250,3,medium,1,6,4636,0,1.791759469228055,1,0,0,0,0,0,0,1,0,0,1,0.8281195949934966,0.6115471826040827
10173,10174,B,Ship,4,3,211,2,low,0,6,5473,1,1.791759469228055,0,1,0,0,0,0,0,1,0,1,0,0.018209494141170672,1.123232040488628
10174,10175,C,Ship,4,4,196,3,medium,0,2,4320,1,0.6931471805599453,0,0,1,0,0,0,0,1,0,0,1,-0.2932943908020316,0.4183662804636808
10175,10176,F,Ship,3,2,174,3,low,0,3,5207,1,1.0986122886681098,0,0,0,0,1,0,0,1,0,1,0,-0.750166755385395,0.9606177367881632
10176,10177,D,Ship,6,3,277,4,medium,0,6,1433,0,1.791759469228055,0,0,0,1,0,0,0,1,0,0,1,1.3888265878912607,-1.3465491134582819
10177,10178,F,Ship,6,3,284,4,low,0,3,1291,0,1.0986122886681098,0,0,0,0,1,0,0,1,0,1,0,1.5341950675314218,-1.433358253027703
10178,10179,A,Ship,4,4,258,5,low,1,9,1947,1,2.1972245773362196,1,0,0,0,0,0,0,1,0,1,0,0.9942550002965378,-1.0323244814957295
10179,10180,B,Ship,7,2,254,4,low,1,6,1006,0,1.791759469228055,0,1,0,0,0,0,0,1,0,1,0,0.9111872976450173,-1.607587864135344
10180,10181,C,Ship,5,5,263,5,medium,1,2,1417,0,0.6931471805599453,0,0,1,0,0,0,0,1,0,0,1,1.0980896286109385,-1.3563304249590618
10181,10182,F,Ship,6,1,267,4,low,1,9,1146,1,2.1972245773362196,0,0,0,0,1,0,0,1,0,1,0,1.1811573312624593,-1.5220013885035204
10182,10183,D,Ship,6,2,247,4,medium,1,3,1118,0,1.0986122886681098,0,0,0,1,0,0,0,1,0,0,1,0.7658188180048562,-1.5391186836298851
10183,10184,F,Ship,5,3,233,5,medium,0,3,1398,0,1.0986122886681098,0,0,0,0,1,0,0,1,0,0,1,0.475081858724534,-1.3679457323662378
10184,10185,A,Ship,7,5,254,4,medium,0,1,1347,0,0.0,1,0,0,0,0,0,0,1,0,0,1,0.9111872976450173,-1.3991236627749735
10185,10186,B,Ship,6,2,289,5,medium,0,10,1607,1,2.302585092994046,0,1,0,0,0,0,0,1,0,0,1,1.6380296958458225,-1.240177350887301
10186,10187,C,Ship,6,3,282,4,medium,0,8,1375,0,2.0794415416798357,0,0,1,0,0,0,0,1,0,0,1,1.4926612162056616,-1.382006367648609
10188,10189,D,Ship,5,4,243,5,medium,0,4,1813,0,1.3862943611198906,0,0,0,1,0,0,0,1,0,0,1,0.6827511153533355,-1.1142429653147607
10189,10190,F,Ship,4,1,228,5,low,0,6,1874,0,1.791759469228055,0,0,0,0,1,0,0,1,0,1,0,0.37124723041013324,-1.0769517152180375
10190,10191,A,Ship,5,5,235,5,low,1,8,1332,1,2.0794415416798357,1,0,0,0,0,0,0,1,0,1,0,0.5166157100502944,-1.4082936423069548
10191,10192,B,Ship,7,3,306,4,low,0,4,1630,0,1.3862943611198906,0,1,0,0,0,0,0,1,0,1,0,1.9910674321147852,-1.2261167156049302
10192,10193,C,Ship,6,1,189,2,low,0,6,1269,0,1.791759469228055,0,0,1,0,0,0,0,1,0,1,0,-0.4386628704421927,-1.4468075563412752
10193,10194,F,Ship,6,4,280,4,low,1,4,1831,1,1.3862943611198906,0,0,0,0,1,0,0,1,0,1,0,1.4511273648799012,-1.1032389898763835
10194,10195,D,Ship,6,4,310,4,medium,1,1,1494,1,0.0,0,0,0,1,0,0,0,1,0,0,1,2.0741351347663057,-1.3092578633615588
10197,10198,B,Ship,5,5,245,5,low,1,5,1252,0,1.6094379124341003,0,1,0,0,0,0,0,1,0,1,0,0.7242849666790958,-1.457200199810854
10199,10200,F,Ship,4,3,248,5,low,0,7,1789,1,1.9459101490553132,0,0,0,0,1,0,0,1,0,1,0,0.7865857436677364,-1.1289149325659305
10200,10201,D,Ship,6,1,268,4,low,0,1,1654,1,0.0,0,0,0,1,0,0,0,1,0,1,0,1.2019242569253394,-1.2114447483537603
10201,10202,F,Ship,6,4,271,4,low,0,6,1503,0,1.791759469228055,0,0,0,0,1,0,0,1,0,1,0,1.2642250339139798,-1.3037558756423702
10202,10203,A,Ship,4,5,233,5,low,0,8,1040,1,2.0794415416798357,1,0,0,0,0,0,0,1,0,1,0,0.475081858724534,-1.586802577196187
10203,10204,B,Ship,5,1,245,5,low,1,9,1694,1,2.1972245773362196,0,1,0,0,0,0,0,1,0,1,0,0.7242849666790958,-1.1869914696018107
10204,10205,C,Ship,5,2,248,5,medium,0,1,1845,1,0.0,0,0,1,0,0,0,0,1,0,0,1,0.7865857436677364,-1.094680342313201
10205,10206,F,Ship,5,2,234,5,medium,1,6,1703,0,1.791759469228055,0,0,0,0,1,0,0,1,0,0,1,0.4958487843874142,-1.181489481882622
10206,10207,D,Ship,4,2,259,5,medium,0,2,1054,0,0.6931471805599453,0,0,0,1,0,0,0,1,0,0,1,1.015021925959418,-1.5782439296330044
10209,10210,B,Ship,3,1,158,5,low,1,4,1171,1,1.3862943611198906,0,1,0,0,0,0,0,1,0,1,0,-1.0824375659914773,-1.5067180892835519
10210,10211,C,Ship,5,5,270,5,low,1,5,1852,1,1.6094379124341003,0,0,1,0,0,0,0,1,0,1,0,1.2434581082510996,-1.0904010185316098
10211,10212,F,Ship,4,3,271,5,low,1,6,1555,1,1.791759469228055,0,0,0,0,1,0,0,1,0,1,0,1.2642250339139798,-1.2719666132648357
10212,10213,D,Ship,5,5,237,5,medium,0,9,1709,0,2.1972245773362196,0,0,0,1,0,0,0,1,0,0,1,0.5581495613760546,-1.1778214900698296
10213,10214,F,Ship,6,1,250,4,medium,1,5,1747,0,1.6094379124341003,0,0,0,0,1,0,0,1,0,0,1,0.8281195949934966,-1.1545908752554774
10214,10215,A,Ship,4,2,270,5,low,0,10,1340,0,2.302585092994046,1,0,0,0,0,0,0,1,0,1,0,1.2434581082510996,-1.4034029865565647
10216,10217,C,Ship,5,1,271,5,low,0,4,1557,1,1.3862943611198906,0,0,1,0,0,0,0,1,0,1,0,1.2642250339139798,-1.270743949327238
10217,10218,F,Ship,4,3,254,5,low,0,8,1851,0,2.0794415416798357,0,0,0,0,1,0,0,1,0,1,0,0.9111872976450173,-1.0910123505004086
10218,10219,D,Ship,5,3,274,5,medium,1,7,1696,1,1.9459101490553132,0,0,0,1,0,0,0,1,0,0,1,1.3265258109026203,-1.1857688056642133
10219,10220,F,Ship,4,3,249,5,low,0,10,1067,1,2.302585092994046,0,0,0,0,1,0,0,1,0,1,0,0.8073526693306164,-1.5702966140386208
10220,10221,A,Ship,4,3,245,5,low,1,7,1182,0,1.9459101490553132,1,0,0,0,0,0,0,1,0,1,0,0.7242849666790958,-1.4999934376267656
10221,10222,B,Ship,4,5,237,5,low,0,9,1978,1,2.1972245773362196,0,1,0,0,0,0,0,1,0,1,0,0.5581495613760546,-1.0133731904629686
10223,10224,F,Ship,5,3,242,5,low,0,6,1681,0,1.791759469228055,0,0,0,0,1,0,0,1,0,1,0,0.6619841896904554,-1.1949387851961943
10226,10227,A,Ship,6,1,265,4,low,0,1,1345,1,0.0,1,0,0,0,0,0,0,1,0,1,0,1.1396234799366989,-1.400346326712571
10227,10228,B,Ship,3,4,267,3,low,0,3,4566,0,1.0986122886681098,0,1,0,0,0,0,0,1,0,1,0,1.1811573312624593,0.5687539447881709
10228,10229,C,Ship,3,1,238,2,low,1,9,5158,0,2.1972245773362196,0,0,1,0,0,0,0,1,0,1,0,0.5789164870389348,0.930662470317025
10229,10230,F,Ship,5,3,284,5,medium,0,4,5343,1,1.3862943611198906,0,0,0,0,1,0,0,1,0,0,1,1.5341950675314218,1.0437588845447918
10230,10231,D,Ship,4,3,137,3,medium,1,5,4854,1,1.6094379124341003,0,0,0,1,0,0,0,1,0,0,1,-1.5185430049119606,0.744817551802208
10232,10233,A,Ship,3,3,262,2,low,0,10,5951,1,2.302585092994046,1,0,0,0,0,0,0,1,0,1,0,1.0773227029480585,1.4154487215744258
10233,10234,B,Ship,5,1,158,2,medium,1,6,4873,0,1.791759469228055,0,1,0,0,0,0,0,1,0,0,1,-1.0824375659914773,0.7564328592093841
10234,10235,C,Ship,5,5,226,4,low,0,10,5676,1,2.302585092994046,0,0,1,0,0,0,0,1,0,1,0,0.329713379084373,1.2473324301547724
10235,10236,F,Ship,4,3,199,2,low,1,4,5855,0,1.3862943611198906,0,0,0,0,1,0,0,1,0,1,0,-0.23099361381339117,1.3567608525697468
10236,10237,D,Ship,4,4,175,2,medium,0,10,4927,0,2.302585092994046,0,0,0,1,0,0,0,1,0,0,1,-0.7293998297225148,0.789444785524516
10237,10238,F,Ship,5,1,233,3,low,0,9,5039,0,2.1972245773362196,0,0,0,0,1,0,0,1,0,1,0,0.475081858724534,0.8579139660299749
10238,10239,A,Ship,2,5,111,2,low,0,5,4038,1,1.6094379124341003,1,0,0,0,0,0,0,1,0,1,0,-2.058483072146845,0.24597066526243605
10239,10240,B,Ship,5,2,218,3,low,1,4,5363,1,1.3862943611198906,0,1,0,0,0,0,0,1,0,1,0,0.16357797378133174,1.0559855239207667
10240,10241,C,Ship,5,1,189,4,low,0,10,4166,1,2.302585092994046,0,0,1,0,0,0,0,1,0,1,0,-0.4386628704421927,0.3242211572686748
10241,10242,F,Ship,4,3,257,3,low,1,8,5944,0,2.0794415416798357,0,0,0,0,1,0,0,1,0,1,0,0.9734880746336577,1.4111693977928348
10242,10243,D,Ship,4,2,160,3,low,1,5,4492,0,1.6094379124341003,0,0,0,1,0,0,0,1,0,1,0,-1.0409037146657172,0.523515379097064
10243,10244,F,Ship,3,3,197,3,low,0,4,4858,1,1.3862943611198906,0,0,0,0,1,0,0,1,0,1,0,-0.2725274651391515,0.7472628796774029
10244,10245,A,Ship,3,5,283,2,low,1,2,4207,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,1,0,1.5134281418685416,0.3492857679894231
10245,10246,B,Ship,5,5,197,4,low,0,7,4141,1,1.9459101490553132,0,1,0,0,0,0,0,1,0,1,0,-0.2725274651391515,0.30893785804870627
10246,10247,C,Ship,3,1,259,4,low,0,9,4084,1,2.1972245773362196,0,0,1,0,0,0,0,1,0,1,0,1.015021925959418,0.2740919358271781
10247,10248,F,Ship,4,3,195,3,medium,1,5,5863,0,1.6094379124341003,0,0,0,0,1,0,0,1,0,0,1,-0.31406131646491176,1.3616515083201368
10248,10249,D,Road,3,1,159,2,medium,1,5,4906,1,1.6094379124341003,0,0,0,1,0,0,1,0,0,0,1,-1.0616706403285974,0.7766068141797425
10249,10250,F,Road,3,1,267,3,medium,0,8,5415,1,2.0794415416798357,0,0,0,0,1,0,1,0,0,0,1,1.1811573312624593,1.0877747862983012
10250,10251,A,Road,5,2,155,3,low,0,10,4485,1,2.302585092994046,1,0,0,0,0,0,1,0,0,1,0,-1.144738342980118,0.5192360553154729
10251,10252,B,Road,3,1,267,2,low,0,9,5744,0,2.1972245773362196,0,1,0,0,0,0,1,0,0,1,0,1.1811573312624593,1.2889030040330867
10252,10253,C,Road,4,1,239,3,medium,0,9,4930,1,2.1972245773362196,0,0,1,0,0,0,1,0,0,0,1,0.5996834127018149,0.7912787814309122
10253,10254,F,Road,3,1,263,3,high,1,10,4911,0,2.302585092994046,0,0,0,0,1,0,1,0,1,0,0,1.0980896286109385,0.7796634740237361
10254,10255,D,Road,3,5,217,3,medium,1,3,5433,0,1.0986122886681098,0,0,0,1,0,0,1,0,0,0,1,0.14281104811845158,1.0987787617366784
10255,10256,F,Road,4,3,173,3,low,1,4,4793,1,1.3862943611198906,0,0,0,0,1,0,1,0,0,1,0,-0.7709336810482751,0.7075263017054848
10256,10257,A,Road,2,2,163,3,low,1,5,5887,0,1.6094379124341003,1,0,0,0,0,0,1,0,0,1,0,-0.9786029376770766,1.3763234755713065
10257,10258,B,Road,5,5,232,5,low,0,2,5561,0,0.6931471805599453,0,1,0,0,0,0,1,0,0,1,0,0.4543149330616539,1.1770292537429172
10258,10259,C,Road,3,3,155,3,medium,1,5,4957,1,1.6094379124341003,0,0,1,0,0,0,1,0,0,0,1,-1.144738342980118,0.8077847445884783
10259,10260,F,Road,3,4,160,4,low,1,1,5341,0,0.0,0,0,0,0,1,0,1,0,0,1,0,-1.0409037146657172,1.0425362206071944
10260,10261,D,Road,5,4,200,3,medium,1,3,4225,0,1.0986122886681098,0,0,0,1,0,0,1,0,0,0,1,-0.21022668815051102,0.36028974342780046
10261,10262,F,Road,4,1,160,2,medium,1,1,5741,1,0.0,0,0,0,0,1,0,1,0,0,0,1,-1.0409037146657172,1.2870690081266905
10262,10263,A,Road,3,3,220,3,low,1,7,5323,1,1.9459101490553132,1,0,0,0,0,0,1,0,0,1,0,0.20511182510709206,1.0315322451688171
10263,10264,B,Road,3,3,160,2,medium,0,3,4665,0,1.0986122886681098,0,1,0,0,0,0,1,0,0,0,1,-1.0409037146657172,0.6292758096992461
10264,10265,C,Road,3,4,136,3,low,0,4,5368,0,1.3862943611198906,0,0,1,0,0,0,1,0,0,1,0,-1.5393099305748408,1.0590421837647603
10265,10266,F,Road,5,1,252,3,high,0,2,5032,0,0.6931471805599453,0,0,0,0,1,0,1,0,1,0,0,0.8696534463192569,0.8536346422483837
10266,10267,D,Road,3,4,138,5,medium,0,5,5690,0,1.6094379124341003,0,0,0,1,0,0,1,0,0,0,1,-1.4977760792490804,1.2558910777179548
10267,10268,F,Road,4,4,173,3,low,1,10,4616,0,2.302585092994046,0,0,0,0,1,0,1,0,0,1,0,-0.7709336810482751,0.5993205432281078
10268,10269,A,Road,4,5,198,3,low,1,2,4272,0,0.6931471805599453,1,0,0,0,0,0,1,0,0,1,0,-0.2517605394762713,0.3890223459613413
10269,10270,B,Road,4,1,194,2,medium,0,3,5503,0,1.0986122886681098,0,1,0,0,0,0,1,0,0,0,1,-0.33482824212779194,1.1415719995525904
10270,10271,C,Flight,4,5,157,3,medium,1,10,5898,1,2.302585092994046,0,0,1,0,0,1,0,0,0,0,1,-1.1032044916543575,1.3830481272280926
10271,10272,F,Flight,3,3,220,3,low,0,2,5065,1,0.6931471805599453,0,0,0,0,1,1,0,0,0,1,0,0.20511182510709206,0.8738085972187422
10272,10273,D,Flight,4,4,160,3,medium,1,5,4440,0,1.6094379124341003,0,0,0,1,0,1,0,0,0,0,1,-1.0409037146657172,0.4917261167195296
10273,10274,F,Flight,3,4,214,2,low,1,7,5256,1,1.9459101490553132,0,0,0,0,1,1,0,0,0,1,0,0.08051027112981113,0.9905730032593015
10274,10275,A,Flight,5,5,213,3,medium,1,5,5247,0,1.6094379124341003,1,0,0,0,0,1,0,0,0,0,1,0.059743345466930976,0.9850710155401129
10275,10276,B,Flight,3,5,146,3,medium,1,8,5637,1,2.0794415416798357,0,1,0,0,0,1,0,0,0,0,1,-1.3316406739460394,1.2234904833716216
10276,10277,C,Flight,4,3,176,5,low,1,2,5751,1,0.6931471805599453,0,0,1,0,0,1,0,0,0,1,0,-0.7086329040596346,1.293182327814678
10277,10278,F,Flight,3,2,219,4,low,0,6,4314,1,1.791759469228055,0,0,0,0,1,1,0,0,0,1,0,0.1843448994442119,0.4146982886508883
10278,10279,D,Flight,4,3,164,3,medium,0,4,4495,0,1.3862943611198906,0,0,0,1,0,1,0,0,0,0,1,-0.9578360120141965,0.5253493750034602
10279,10280,F,Flight,3,4,168,2,medium,0,7,4699,1,1.9459101490553132,0,0,0,0,1,1,0,0,0,0,1,-0.8747683093626759,0.6500610966384033
10280,10281,A,Flight,5,3,167,3,low,1,9,5026,0,2.1972245773362196,1,0,0,0,0,1,0,0,0,1,0,-0.8955352350255561,0.8499666504355913
10281,10282,B,Flight,3,2,152,3,medium,0,7,4244,0,1.9459101490553132,0,1,0,0,0,1,0,0,0,0,1,-1.2070391199687582,0.37190505083497655
10282,10283,C,Flight,5,4,248,3,low,1,7,5335,1,1.9459101490553132,0,0,1,0,0,1,0,0,0,1,0,0.7865857436677364,1.038868228794402
10283,10284,F,Flight,3,5,177,2,low,0,2,4906,1,0.6931471805599453,0,0,0,0,1,1,0,0,0,1,0,-0.6878659783967546,0.7766068141797425
10284,10285,D,Flight,4,4,148,3,low,1,4,5716,1,1.3862943611198906,0,0,0,1,0,1,0,0,0,1,0,-1.290106822620279,1.271785708906722
10285,10286,F,Flight,4,2,107,2,low,0,8,4460,0,2.0794415416798357,0,0,0,0,1,1,0,0,0,1,0,-2.141550774798365,0.5039527560955044
10286,10287,A,Flight,6,2,196,2,low,1,10,5180,1,2.302585092994046,1,0,0,0,0,1,0,0,0,1,0,-0.2932943908020316,0.9441117736305973
10287,10288,B,Flight,3,3,215,2,low,0,2,5661,0,0.6931471805599453,0,1,0,0,0,1,0,0,0,1,0,0.10127719679269129,1.2381624506227913
10288,10289,C,Flight,4,5,260,3,low,1,10,4331,0,2.302585092994046,0,0,1,0,0,1,0,0,0,1,0,1.0357888516222982,0.4250909321204669
10289,10290,F,Flight,5,5,156,2,low,0,8,4817,0,2.0794415416798357,0,0,0,0,1,1,0,0,0,1,0,-1.1239714173172377,0.7221982689566546
10290,10291,D,Flight,4,1,266,2,high,1,4,5116,0,1.3862943611198906,0,0,0,1,0,1,0,0,1,0,0,1.160390405599579,0.9049865276274779
10291,10292,F,Flight,4,1,146,3,low,0,1,4831,1,0.0,0,0,0,0,1,1,0,0,0,1,0,-1.3316406739460394,0.730756916519837
10292,10293,A,Ship,4,2,210,3,medium,0,10,5354,0,2.302585092994046,1,0,0,0,0,0,0,1,0,0,1,-0.0025574315217094822,1.050483536201578
10293,10294,B,Ship,2,4,144,2,medium,1,5,5867,0,1.6094379124341003,0,1,0,0,0,0,0,1,0,0,1,-1.3731745252717995,1.3640968361953316
10294,10295,C,Ship,3,5,181,4,low,0,1,5812,0,0.0,0,0,1,0,0,0,0,1,0,1,0,-0.6047982757452339,1.330473577911401
10295,10296,F,Ship,5,5,132,4,low,0,8,4339,1,2.0794415416798357,0,0,0,0,1,0,0,1,0,1,0,-1.6223776332263613,0.42998158787085683
10297,10298,F,Ship,4,3,166,4,medium,0,1,4536,0,0.0,0,0,0,0,1,0,0,1,0,0,1,-0.9163021606884362,0.5504139857242086
10298,10299,A,Ship,5,5,148,4,medium,0,4,5909,0,1.3862943611198906,1,0,0,0,0,0,0,1,0,0,1,-1.290106822620279,1.3897727788848788
10299,10300,B,Ship,6,4,221,5,low,1,9,4360,0,2.1972245773362196,0,1,0,0,0,0,0,1,0,1,0,0.2258787507699722,0.4428195592156304
10300,10301,C,Ship,4,2,207,3,medium,0,5,4702,1,1.6094379124341003,0,0,1,0,0,0,0,1,0,0,1,-0.06485820851034994,0.6518950925447995
10301,10302,F,Ship,4,1,228,3,medium,1,4,5347,1,1.3862943611198906,0,0,0,0,1,0,0,1,0,0,1,0.37124723041013324,1.0462042124199868
10302,10303,D,Ship,3,2,161,3,medium,1,2,4174,1,0.6931471805599453,0,0,0,1,0,0,0,1,0,0,1,-1.020136789002837,0.3291118130190647
10303,10304,F,Ship,4,2,259,2,high,0,10,5265,0,2.302585092994046,0,0,0,0,1,0,0,1,1,0,0,1.015021925959418,0.9960749909784902
10304,10305,A,Ship,4,5,272,2,low,0,10,4962,0,2.302585092994046,1,0,0,0,0,0,0,1,0,1,0,1.28499195957686,0.8108414044324719
10305,10306,B,Ship,4,4,154,3,low,1,4,5393,1,1.3862943611198906,0,1,0,0,0,0,0,1,0,1,0,-1.165505268642998,1.0743254829847289
10306,10307,C,Ship,4,2,174,3,low,1,4,5625,0,1.3862943611198906,0,0,1,0,0,0,0,1,0,1,0,-0.750166755385395,1.2161544997460365
10307,10308,F,Ship,4,2,225,2,medium,0,5,5943,0,1.6094379124341003,0,0,0,0,1,0,0,1,0,0,1,0.3089464534214928,1.410558065824036
10308,10309,D,Ship,3,5,209,3,medium,1,8,5591,0,2.0794415416798357,0,0,0,1,0,0,0,1,0,0,1,-0.023324357184589636,1.1953692128068794
10309,10310,F,Ship,6,1,208,5,low,1,6,4537,0,1.791759469228055,0,0,0,0,1,0,0,1,0,1,0,-0.044091282847469784,0.5510253176930073
10310,10311,A,Ship,4,4,163,3,low,1,8,4921,1,2.0794415416798357,1,0,0,0,0,0,0,1,0,1,0,-0.9786029376770766,0.7857767937117236
10311,10312,B,Ship,3,5,174,3,low,1,7,5672,1,1.9459101490553132,0,1,0,0,0,0,0,1,0,1,0,-0.750166755385395,1.2448871022795773
10312,10313,C,Ship,3,5,236,3,medium,0,1,5220,0,0.0,0,0,1,0,0,0,0,1,0,0,1,0.5373826357131745,0.9685650523825469
